-216.0,103.5,0,3
-231.0,103.5,0,3
-241.5,100.5,0,3
-244.5,93.0,0,3
-247,90,0,3
-241.5,106.5,0,3
-244.5,112.5,0,3
-247,116,0,3
-239,103,0,3
-205.5,109.5,0,3
-198.0,123.0,0,3
-196.5,132.0,0,3
-199.5,139.5,0,3
-202,142,0,3
-190.5,129.0,0,3
-183.0,129.0,0,3
-179,129,0,3
-194,129,0,3
-209,103,0,3
-187,64,0,3
-118.5,76.5,0,3
-103.5,103.5,0,3
-102.0,126.0,0,3
-114.0,145.5,0,3
-126.0,154.5,0,3
-141.0,154.5,0,3
-151.5,151.5,0,3
-154.5,145.5,0,3
-157,142,0,3
-151.5,159.0,0,3
-154.5,165.0,0,3
-157,168,0,3
-149,155,0,3
-115.5,162.0,0,3
-108.0,174.0,0,3
-106.5,184.5,0,3
-109.5,190.5,0,3
-112,194,0,3
-100.5,181.5,0,3
-93.0,181.5,0,3
-89,181,0,3
-104,181,0,3
-119,155,0,3
-85.5,115.5,0,3
-63.0,115.5,0,3
-48.0,123.0,0,3
-40.5,135.0,0,3
-39.0,145.5,0,3
-42.0,151.5,0,3
-44,155,0,3
-33.0,142.5,0,3
-25.5,142.5,0,3
-22,142,0,3
-37,142,0,3
-48.0,109.5,0,3
-40.5,96.0,0,3
-33.0,90.0,0,3
-25.5,90.0,0,3
-22,90,0,3
-39.0,87.0,0,3
-42.0,81.0,0,3
-44,77,0,3
-37,90,0,3
-52,116,0,3
-97,116,0,3
-127,64,0,3
-89,0,0,3
0.0,-22.5,0,3
0.0,-67.5,0,3
15.0,-99.0,0,3
48.0,-117.0,0,3
76.5,-120.0,0,3
103.5,-105.0,0,3
115.5,-85.5,0,3
115.5,-63.0,0,3
109.5,-48.0,0,3
96.0,-40.5,0,3
87.0,-39.0,0,3
81.0,-42.0,0,3
77,-45,0,3
90.0,-33.0,0,3
90.0,-25.5,0,3
90,-22,0,3
90,-37,0,3
123.0,-48.0,0,3
135.0,-40.5,0,3
142.5,-33.0,0,3
142.5,-25.5,0,3
142,-22,0,3
145.5,-39.0,0,3
151.5,-42.0,0,3
155,-45,0,3
142,-37,0,3
116,-52,0,3
126.0,-102.0,0,3
145.5,-114.0,0,3
162.0,-115.5,0,3
174.0,-108.0,0,3
181.5,-100.5,0,3
181.5,-93.0,0,3
181,-90,0,3
184.5,-106.5,0,3
190.5,-109.5,0,3
194,-112,0,3
181,-105,0,3
154.5,-127.5,0,3
154.5,-142.5,0,3
159.0,-151.5,0,3
165.0,-154.5,0,3
168,-157,0,3
151.5,-151.5,0,3
145.5,-154.5,0,3
142,-157,0,3
155,-150,0,3
155,-120,0,3
116,-97,0,3
64.5,-141.0,0,3
64.5,-171.0,0,3
73.5,-192.0,0,3
93.0,-204.0,0,3
109.5,-205.5,0,3
123.0,-198.0,0,3
129.0,-190.5,0,3
129.0,-183.0,0,3
129,-180,0,3
132.0,-196.5,0,3
139.5,-199.5,0,3
142,-202,0,3
129,-195,0,3
103.5,-217.5,0,3
103.5,-232.5,0,3
106.5,-241.5,0,3
112.5,-244.5,0,3
116,-247,0,3
100.5,-241.5,0,3
93.0,-244.5,0,3
90,-247,0,3
103,-240,0,3
103,-210,0,3
54.0,-192.0,0,3
34.5,-204.0,0,3
25.5,-217.5,0,3
25.5,-232.5,0,3
28.5,-241.5,0,3
34.5,-244.5,0,3
38,-247,0,3
22.5,-241.5,0,3
15.0,-244.5,0,3
12,-247,0,3
25,-240,0,3
18.0,-205.5,0,3
6.0,-198.0,0,3
-3.0,-196.5,0,3
-9.0,-199.5,0,3
-12,-202,0,3
0.0,-190.5,0,3
0.0,-183.0,0,3
0,-180,0,3
0,-195,0,3
25,-210,0,3
64,-187,0,3
64,-127,0,3
-15.0,-99.0,0,3
-48.0,-117.0,0,3
-64.5,-141.0,0,3
-64.5,-171.0,0,3
-54.0,-192.0,0,3
-34.5,-204.0,0,3
-18.0,-205.5,0,3
-6.0,-198.0,0,3
0.0,-190.5,0,3
0.0,-183.0,0,3
0,-180,0,3
3.0,-196.5,0,3
9.0,-199.5,0,3
12,-202,0,3
0,-195,0,3
-25.5,-217.5,0,3
-25.5,-232.5,0,3
-22.5,-241.5,0,3
-15.0,-244.5,0,3
-12,-247,0,3
-28.5,-241.5,0,3
-34.5,-244.5,0,3
-38,-247,0,3
-25,-240,0,3
-25,-210,0,3
-73.5,-192.0,0,3
-93.0,-204.0,0,3
-103.5,-217.5,0,3
-103.5,-232.5,0,3
-100.5,-241.5,0,3
-93.0,-244.5,0,3
-90,-247,0,3
-106.5,-241.5,0,3
-112.5,-244.5,0,3
-116,-247,0,3
-103,-240,0,3
-109.5,-205.5,0,3
-123.0,-198.0,0,3
-132.0,-196.5,0,3
-139.5,-199.5,0,3
-142,-202,0,3
-129.0,-190.5,0,3
-129.0,-183.0,0,3
-129,-180,0,3
-129,-195,0,3
-103,-210,0,3
-64,-187,0,3
-76.5,-120.0,0,3
-103.5,-105.0,0,3
-126.0,-102.0,0,3
-145.5,-114.0,0,3
-154.5,-127.5,0,3
-154.5,-142.5,0,3
-151.5,-151.5,0,3
-145.5,-154.5,0,3
-142,-157,0,3
-159.0,-151.5,0,3
-165.0,-154.5,0,3
-168,-157,0,3
-155,-150,0,3
-162.0,-115.5,0,3
-174.0,-108.0,0,3
-184.5,-106.5,0,3
-190.5,-109.5,0,3
-194,-112,0,3
-181.5,-100.5,0,3
-181.5,-93.0,0,3
-181,-90,0,3
-181,-105,0,3
-155,-120,0,3
-115.5,-85.5,0,3
-115.5,-63.0,0,3
-123.0,-48.0,0,3
-135.0,-40.5,0,3
-145.5,-39.0,0,3
-151.5,-42.0,0,3
-155,-45,0,3
-142.5,-33.0,0,3
-142.5,-25.5,0,3
-142,-22,0,3
-142,-37,0,3
-109.5,-48.0,0,3
-96.0,-40.5,0,3
-90.0,-33.0,0,3
-90.0,-25.5,0,3
-90,-22,0,3
-87.0,-39.0,0,3
-81.0,-42.0,0,3
-77,-45,0,3
-90,-37,0,3
-116,-52,0,3
-116,-97,0,3
-64,-127,0,3
0,-89,0,3
22.5,0.0,0,3
67.5,0.0,0,3
99.0,15.0,0,3
117.0,48.0,0,3
120.0,76.5,0,3
105.0,103.5,0,3
85.5,115.5,0,3
63.0,115.5,0,3
48.0,109.5,0,3
40.5,96.0,0,3
39.0,87.0,0,3
42.0,81.0,0,3
44,77,0,3
33.0,90.0,0,3
25.5,90.0,0,3
22,90,0,3
37,90,0,3
48.0,123.0,0,3
40.5,135.0,0,3
33.0,142.5,0,3
25.5,142.5,0,3
22,142,0,3
39.0,145.5,0,3
42.0,151.5,0,3
45,155,0,3
37,142,0,3
52,116,0,3
102.0,126.0,0,3
114.0,145.5,0,3
115.5,162.0,0,3
108.0,174.0,0,3
100.5,181.5,0,3
93.0,181.5,0,3
90,181,0,3
106.5,184.5,0,3
109.5,190.5,0,3
112,194,0,3
105,181,0,3
127.5,154.5,0,3
142.5,154.5,0,3
151.5,159.0,0,3
154.5,165.0,0,3
157,168,0,3
151.5,151.5,0,3
154.5,145.5,0,3
157,142,0,3
150,155,0,3
120,155,0,3
97,116,0,3
142.5,64.5,0,3
172.5,64.5,0,3
192.0,73.5,0,3
204.0,93.0,0,3
205.5,109.5,0,3
198.0,123.0,0,3
190.5,129.0,0,3
183.0,129.0,0,3
180,129,0,3
196.5,132.0,0,3
199.5,139.5,0,3
202,142,0,3
195,129,0,3
217.5,103.5,0,3
232.5,103.5,0,3
241.5,106.5,0,3
244.5,112.5,0,3
247,116,0,3
241.5,100.5,0,3
244.5,93.0,0,3
247,90,0,3
240,103,0,3
210,103,0,3
192.0,54.0,0,3
204.0,34.5,0,3
217.5,25.5,0,3
232.5,25.5,0,3
241.5,28.5,0,3
244.5,34.5,0,3
247,38,0,3
241.5,22.5,0,3
244.5,15.0,0,3
247,12,0,3
240,25,0,3
205.5,18.0,0,3
198.0,6.0,0,3
196.5,-3.0,0,3
199.5,-9.0,0,3
202,-12,0,3
190.5,0.0,0,3
183.0,0.0,0,3
180,0,0,3
195,0,0,3
210,25,0,3
187,64,0,3
127,64,0,3
99.0,-15.0,0,3
117.0,-48.0,0,3
142.5,-64.5,0,3
172.5,-64.5,0,3
192.0,-54.0,0,3
204.0,-34.5,0,3
205.5,-18.0,0,3
198.0,-6.0,0,3
190.5,0.0,0,3
183.0,0.0,0,3
180,0,0,3
196.5,3.0,0,3
199.5,9.0,0,3
202,12,0,3
195,0,0,3
217.5,-25.5,0,3
232.5,-25.5,0,3
241.5,-22.5,0,3
244.5,-15.0,0,3
247,-12,0,3
241.5,-28.5,0,3
244.5,-34.5,0,3
247,-38,0,3
240,-25,0,3
210,-25,0,3
192.0,-73.5,0,3
204.0,-93.0,0,3
217.5,-103.5,0,3
232.5,-103.5,0,3
241.5,-100.5,0,3
244.5,-93.0,0,3
247,-90,0,3
241.5,-106.5,0,3
244.5,-112.5,0,3
247,-116,0,3
240,-103,0,3
205.5,-109.5,0,3
198.0,-123.0,0,3
196.5,-132.0,0,3
199.5,-139.5,0,3
202,-142,0,3
190.5,-129.0,0,3
183.0,-129.0,0,3
180,-129,0,3
195,-129,0,3
210,-103,0,3
187,-64,0,3
120.0,-76.5,0,3
105.0,-103.5,0,3
102.0,-126.0,0,3
114.0,-145.5,0,3
127.5,-154.5,0,3
142.5,-154.5,0,3
151.5,-151.5,0,3
154.5,-145.5,0,3
157,-142,0,3
151.5,-159.0,0,3
154.5,-165.0,0,3
157,-168,0,3
150,-155,0,3
115.5,-162.0,0,3
108.0,-174.0,0,3
106.5,-184.5,0,3
109.5,-190.5,0,3
112,-194,0,3
100.5,-181.5,0,3
93.0,-181.5,0,3
90,-181,0,3
105,-181,0,3
120,-155,0,3
85.5,-115.5,0,3
63.0,-115.5,0,3
48.0,-123.0,0,3
40.5,-135.0,0,3
39.0,-145.5,0,3
42.0,-151.5,0,3
45,-155,0,3
33.0,-142.5,0,3
25.5,-142.5,0,3
22,-142,0,3
37,-142,0,3
48.0,-109.5,0,3
40.5,-96.0,0,3
33.0,-90.0,0,3
25.5,-90.0,0,3
22,-90,0,3
39.0,-87.0,0,3
42.0,-81.0,0,3
44,-77,0,3
37,-90,0,3
52,-116,0,3
97,-116,0,3
127,-64,0,3
89,0,0,3
